EXEC_FULLNAME,EXECRANK,CO_PER_ROL,compustat_company,CEOANN,AGE,GVKEY,YEAR,BECAMECEO,JOINED_CO,LEFTOFC,PCEO,TITLE,GENDER,CITY,STATE,NAICSDESC,TICKER,NAICS
Edward P. Gilligan,,24993,AMERICAN EXPRESS CO,,55,1447,2014,,,,,"President and Head of Global Consumer & Small Business Card Issuing, Network & Merchant Businesses",MALE,New York,NY,Credit Card Issuing,AXP,522210
Stephen Joseph Squeri,,37051,AMERICAN EXPRESS CO,,54,1447,2014,20180201,,,CEO,Chairman & CEO,MALE,New York,NY,Credit Card Issuing,AXP,522210
Jeffrey C. Campbell,,48327,AMERICAN EXPRESS CO,,53,1447,2014,,,,,Chief Financial Officer,MALE,New York,NY,Credit Card Issuing,AXP,522210
Douglas E. Buckminster,2,50440,AMERICAN EXPRESS CO,,53,1447,2014,,,,,Group President of Global Consumer Services,MALE,New York,NY,Credit Card Issuing,AXP,522210
Kenneth I. Chenault,,111,AMERICAN EXPRESS CO,CEO,63,1447,2015,20010101,,20180201,,Chairman & CEO,MALE,New York,NY,Credit Card Issuing,AXP,522210
Edward P. Gilligan,,24993,AMERICAN EXPRESS CO,,56,1447,2015,,,,,"President and Head of Global Consumer & Small Business Card Issuing, Network & Merchant Businesses",MALE,New York,NY,Credit Card Issuing,AXP,522210
Stephen Joseph Squeri,,37051,AMERICAN EXPRESS CO,,55,1447,2015,20180201,,,CEO,Chairman & CEO,MALE,New York,NY,Credit Card Issuing,AXP,522210
Jeffrey C. Campbell,,48327,AMERICAN EXPRESS CO,,54,1447,2015,,,,,Chief Financial Officer,MALE,New York,NY,Credit Card Issuing,AXP,522210
Douglas E. Buckminster,,50440,AMERICAN EXPRESS CO,,54,1447,2015,,,,,Group President of Global Consumer Services,MALE,New York,NY,Credit Card Issuing,AXP,522210
Laureen E. Seeger,5,52411,AMERICAN EXPRESS CO,,53,1447,2015,,,,,Chief Legal Officer,FEMALE,New York,NY,Credit Card Issuing,AXP,522210
Kenneth I. Chenault,,111,AMERICAN EXPRESS CO,CEO,64,1447,2016,20010101,,20180201,,Chairman & CEO,MALE,New York,NY,Credit Card Issuing,AXP,522210
Stephen Joseph Squeri,,37051,AMERICAN EXPRESS CO,,56,1447,2016,20180201,,,CEO,Chairman & CEO,MALE,New York,NY,Credit Card Issuing,AXP,522210
Jeffrey C. Campbell,,48327,AMERICAN EXPRESS CO,,55,1447,2016,,,,,Chief Financial Officer,MALE,New York,NY,Credit Card Issuing,AXP,522210
Douglas E. Buckminster,,50440,AMERICAN EXPRESS CO,,55,1447,2016,,,,,Group President of Global Consumer Services,MALE,New York,NY,Credit Card Issuing,AXP,522210
Laureen E. Seeger,,52411,AMERICAN EXPRESS CO,,54,1447,2016,,,,,Chief Legal Officer,FEMALE,New York,NY,Credit Card Issuing,AXP,522210
Kenneth I. Chenault,,111,AMERICAN EXPRESS CO,CEO,65,1447,2017,20010101,,20180201,,Chairman & CEO,MALE,New York,NY,Credit Card Issuing,AXP,522210
Stephen Joseph Squeri,,37051,AMERICAN EXPRESS CO,,57,1447,2017,20180201,,,CEO,Chairman & CEO,MALE,New York,NY,Credit Card Issuing,AXP,522210
Jeffrey C. Campbell,,48327,AMERICAN EXPRESS CO,,56,1447,2017,,,,,Chief Financial Officer,MALE,New York,NY,Credit Card Issuing,AXP,522210
Douglas E. Buckminster,,50440,AMERICAN EXPRESS CO,,56,1447,2017,,,,,Group President of Global Consumer Services,MALE,New York,NY,Credit Card Issuing,AXP,522210
Laureen E. Seeger,,52411,AMERICAN EXPRESS CO,,55,1447,2017,,,,,Chief Legal Officer,FEMALE,New York,NY,Credit Card Issuing,AXP,522210
Kenneth I. Chenault,,111,AMERICAN EXPRESS CO,,66,1447,2018,20010101,,20180201,,Chairman & CEO,MALE,New York,NY,Credit Card Issuing,AXP,522210
Stephen Joseph Squeri,,37051,AMERICAN EXPRESS CO,CEO,58,1447,2018,20180201,,,CEO,Chairman & CEO,MALE,New York,NY,Credit Card Issuing,AXP,522210
Jeffrey C. Campbell,,48327,AMERICAN EXPRESS CO,,57,1447,2018,,,,,Chief Financial Officer,MALE,New York,NY,Credit Card Issuing,AXP,522210
Douglas E. Buckminster,,50440,AMERICAN EXPRESS CO,,57,1447,2018,,,,,Group President of Global Consumer Services,MALE,New York,NY,Credit Card Issuing,AXP,522210
Laureen E. Seeger,,52411,AMERICAN EXPRESS CO,,56,1447,2018,,,,,Chief Legal Officer,FEMALE,New York,NY,Credit Card Issuing,AXP,522210
Anna Elizabeth Marrs,,60871,AMERICAN EXPRESS CO,,44,1447,2018,,,,,,FEMALE,New York,NY,Credit Card Issuing,AXP,522210
Anr D. Williams,4,60872,AMERICAN EXPRESS CO,,52,1447,2018,,,,,Group President of Global Merchant & Network Services,MALE,New York,NY,Credit Card Issuing,AXP,522210
Stephen Joseph Squeri,,37051,AMERICAN EXPRESS CO,CEO,59,1447,2019,20180201,,,CEO,Chairman & CEO,MALE,New York,NY,Credit Card Issuing,AXP,522210
Jeffrey C. Campbell,,48327,AMERICAN EXPRESS CO,,58,1447,2019,,,,,Chief Financial Officer,MALE,New York,NY,Credit Card Issuing,AXP,522210
Douglas E. Buckminster,,50440,AMERICAN EXPRESS CO,,58,1447,2019,,,,,Group President of Global Consumer Services,MALE,New York,NY,Credit Card Issuing,AXP,522210
Laureen E. Seeger,,52411,AMERICAN EXPRESS CO,,57,1447,2019,,,,,Chief Legal Officer,FEMALE,New York,NY,Credit Card Issuing,AXP,522210
Anr D. Williams,,60872,AMERICAN EXPRESS CO,,53,1447,2019,,,,,Group President of Global Merchant & Network Services,MALE,New York,NY,Credit Card Issuing,AXP,522210
Jay Steven Wintrob,,29604,AMERICAN INTERNATIONAL GROUP,,53,1487,2010,,,,,"Executive Vice President of Life & Retirement, Chief Executive Officer of Aig Life & Retirement and President of Aig Life & Retirement",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Kristian Philip Moor,,29606,AMERICAN INTERNATIONAL GROUP,,50,1487,2010,,,,,"Office of the Chairman, Executive Vice President of Domestic General Insurance, Executive Vice President of AIG Property Casualty Group, President of AIU Holdings Inc and President of Domestic Brokerage",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
David Lawrence Herzog,,37624,AMERICAN INTERNATIONAL GROUP,,51,1487,2010,,,,,Chief Financial Officer and Executive Vice President,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Robert Herman Benmosche,,42214,AMERICAN INTERNATIONAL GROUP,CEO,66,1487,2010,20090810,,20140901,,Advisor,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Mark Andrew Wilson,,43632,AMERICAN INTERNATIONAL GROUP,,44,1487,2010,,,,,,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Peter D. Hancock,,43633,AMERICAN INTERNATIONAL GROUP,,51,1487,2010,20140901,,20170514,,"Chief Executive Officer, President and Director",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Jay Steven Wintrob,,29604,AMERICAN INTERNATIONAL GROUP,,54,1487,2011,,,,,"Executive Vice President of Life & Retirement, Chief Executive Officer of Aig Life & Retirement and President of Aig Life & Retirement",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
David Lawrence Herzog,,37624,AMERICAN INTERNATIONAL GROUP,,52,1487,2011,,,,,Chief Financial Officer and Executive Vice President,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Robert Herman Benmosche,,42214,AMERICAN INTERNATIONAL GROUP,CEO,67,1487,2011,20090810,,20140901,,Advisor,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Peter D. Hancock,,43633,AMERICAN INTERNATIONAL GROUP,,52,1487,2011,20140901,,20170514,,"Chief Executive Officer, President and Director",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
William N. Dooley,,45041,AMERICAN INTERNATIONAL GROUP,,58,1487,2011,,,,,Executive Vice President of Investments,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Jay Steven Wintrob,,29604,AMERICAN INTERNATIONAL GROUP,,55,1487,2012,,,,,"Executive Vice President of Life & Retirement, Chief Executive Officer of Aig Life & Retirement and President of Aig Life & Retirement",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
David Lawrence Herzog,,37624,AMERICAN INTERNATIONAL GROUP,,53,1487,2012,,,,,Chief Financial Officer and Executive Vice President,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Robert Herman Benmosche,,42214,AMERICAN INTERNATIONAL GROUP,CEO,68,1487,2012,20090810,,20140901,,Advisor,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Peter D. Hancock,,43633,AMERICAN INTERNATIONAL GROUP,,53,1487,2012,20140901,,20170514,,"Chief Executive Officer, President and Director",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
William N. Dooley,,45041,AMERICAN INTERNATIONAL GROUP,,59,1487,2012,,,,,Executive Vice President of Investments,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Jay Steven Wintrob,,29604,AMERICAN INTERNATIONAL GROUP,,56,1487,2013,,,,,"Executive Vice President of Life & Retirement, Chief Executive Officer of Aig Life & Retirement and President of Aig Life & Retirement",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
David Lawrence Herzog,,37624,AMERICAN INTERNATIONAL GROUP,,54,1487,2013,,,,,Chief Financial Officer and Executive Vice President,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Robert Herman Benmosche,,42214,AMERICAN INTERNATIONAL GROUP,CEO,69,1487,2013,20090810,,20140901,,Advisor,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Peter D. Hancock,,43633,AMERICAN INTERNATIONAL GROUP,,54,1487,2013,20140901,,20170514,,"Chief Executive Officer, President and Director",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
William N. Dooley,,45041,AMERICAN INTERNATIONAL GROUP,,60,1487,2013,,,,,Executive Vice President of Investments,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Jay Steven Wintrob,,29604,AMERICAN INTERNATIONAL GROUP,,57,1487,2014,,,,,"Executive Vice President of Life & Retirement, Chief Executive Officer of Aig Life & Retirement and President of Aig Life & Retirement",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
David Lawrence Herzog,,37624,AMERICAN INTERNATIONAL GROUP,,55,1487,2014,,,,,Chief Financial Officer and Executive Vice President,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Robert Herman Benmosche,,42214,AMERICAN INTERNATIONAL GROUP,CEO,70,1487,2014,20090810,,20140901,,Advisor,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Peter D. Hancock,,43633,AMERICAN INTERNATIONAL GROUP,,55,1487,2014,20140901,,20170514,,"Chief Executive Officer, President and Director",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
William N. Dooley,,45041,AMERICAN INTERNATIONAL GROUP,,61,1487,2014,,,,,Executive Vice President of Investments,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
John Quinlan Doyle,,50441,AMERICAN INTERNATIONAL GROUP,,50,1487,2014,,,,,,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Kevin Timothy Hogan,3,50442,AMERICAN INTERNATIONAL GROUP,,52,1487,2014,,,,,Executive VP and CEO of Life & Retirement,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
David Lawrence Herzog,,37624,AMERICAN INTERNATIONAL GROUP,,56,1487,2015,,,,,Chief Financial Officer and Executive Vice President,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Peter D. Hancock,,43633,AMERICAN INTERNATIONAL GROUP,CEO,56,1487,2015,20140901,,20170514,,"Chief Executive Officer, President and Director",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
William N. Dooley,,45041,AMERICAN INTERNATIONAL GROUP,,62,1487,2015,,,,,Executive Vice President of Investments,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
John Quinlan Doyle,,50441,AMERICAN INTERNATIONAL GROUP,,51,1487,2015,,,,,,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Kevin Timothy Hogan,,50442,AMERICAN INTERNATIONAL GROUP,,53,1487,2015,,,,,Executive VP and CEO of Life & Retirement,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Philip Fasano,,52412,AMERICAN INTERNATIONAL GROUP,,57,1487,2015,,,,,,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
David Lawrence Herzog,,37624,AMERICAN INTERNATIONAL GROUP,,57,1487,2016,,,,,Chief Financial Officer and Executive Vice President,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Peter D. Hancock,,43633,AMERICAN INTERNATIONAL GROUP,CEO,57,1487,2016,20140901,,20170514,,"Chief Executive Officer, President and Director",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Kevin Timothy Hogan,,50442,AMERICAN INTERNATIONAL GROUP,,54,1487,2016,,,,,Executive VP and CEO of Life & Retirement,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Brian Todd Schreiber,,54569,AMERICAN INTERNATIONAL GROUP,,50,1487,2016,,,,,"Chief Strategy Officer, Head of Corporate Marketing & Communications and Executive Vice President",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Siddhartha Sankaran,,54570,AMERICAN INTERNATIONAL GROUP,,38,1487,2016,,,,,Executive VP & CFO,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
"Seraina Macia, C.F.A.",,54571,AMERICAN INTERNATIONAL GROUP,,48,1487,2016,,,,,,FEMALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Douglas Adam Dachille,4,54572,AMERICAN INTERNATIONAL GROUP,,52,1487,2016,,,,,Executive VP & Chief Investment Officer,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Robert Scott Higgins Schimek,,54573,AMERICAN INTERNATIONAL GROUP,,51,1487,2016,,,,,Executive VP & CEO of Commercial,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Peter D. Hancock,,43633,AMERICAN INTERNATIONAL GROUP,,58,1487,2017,20140901,,20170514,,"Chief Executive Officer, President and Director",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Kevin Timothy Hogan,,50442,AMERICAN INTERNATIONAL GROUP,,55,1487,2017,,,,,Executive VP and CEO of Life & Retirement,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Siddhartha Sankaran,,54570,AMERICAN INTERNATIONAL GROUP,,39,1487,2017,,,,,Executive VP & CFO,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Douglas Adam Dachille,,54572,AMERICAN INTERNATIONAL GROUP,,53,1487,2017,,,,,Executive VP & Chief Investment Officer,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Robert Scott Higgins Schimek,,54573,AMERICAN INTERNATIONAL GROUP,,52,1487,2017,,,,,Executive VP & CEO of Commercial,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Peter Salvatore Zaffino,1,59843,AMERICAN INTERNATIONAL GROUP,,50,1487,2017,,,,,"President, Global COO & CEO of General Insurance",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Peter Y. Solmssen,,59844,AMERICAN INTERNATIONAL GROUP,,62,1487,2017,,,,,"EVP - Legal, Compliance, Regulatory Affairs &  Government Affairs and General Counsel",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Brian Charles Duperreault,2,59845,AMERICAN INTERNATIONAL GROUP,CEO,70,1487,2017,20170514,,,CEO,CEO & Director,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Kevin Timothy Hogan,,50442,AMERICAN INTERNATIONAL GROUP,,56,1487,2018,,,,,Executive VP and CEO of Life & Retirement,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Siddhartha Sankaran,,54570,AMERICAN INTERNATIONAL GROUP,,40,1487,2018,,,,,Executive VP & CFO,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Douglas Adam Dachille,,54572,AMERICAN INTERNATIONAL GROUP,,54,1487,2018,,,,,Executive VP & Chief Investment Officer,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Peter Salvatore Zaffino,,59843,AMERICAN INTERNATIONAL GROUP,,51,1487,2018,,,,,"President, Global COO & CEO of General Insurance",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Brian Charles Duperreault,,59845,AMERICAN INTERNATIONAL GROUP,CEO,71,1487,2018,20170514,,,CEO,CEO & Director,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Mark Donald Lyons,5,62303,AMERICAN INTERNATIONAL GROUP,,61,1487,2018,,,,,,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Kevin Timothy Hogan,,50442,AMERICAN INTERNATIONAL GROUP,,57,1487,2019,,,,,Executive VP and CEO of Life & Retirement,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Douglas Adam Dachille,,54572,AMERICAN INTERNATIONAL GROUP,,55,1487,2019,,,,,Executive VP & Chief Investment Officer,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Peter Salvatore Zaffino,,59843,AMERICAN INTERNATIONAL GROUP,,52,1487,2019,,,,,"President, Global COO & CEO of General Insurance",MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Brian Charles Duperreault,,59845,AMERICAN INTERNATIONAL GROUP,CEO,72,1487,2019,20170514,,,CEO,CEO & Director,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Mark Donald Lyons,,62303,AMERICAN INTERNATIONAL GROUP,,62,1487,2019,,,,,,MALE,New York,NY,Direct Property and Casualty Insurance Carriers,AIG,524126
Steven P. Jobs,,13898,APPLE INC,CEO,55,1690,2010,20000105,,20110824,,Co-founder,MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
Timothy D. Cook,,15741,APPLE INC,,49,1690,2010,20110824,19980201,,CEO,CEO & Director,MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
Ronald B. Johnson,,21039,APPLE INC,,52,1690,2010,,20000101,,,senior vp-retail,MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
Peter Oppenheimer,,30287,APPLE INC,,47,1690,2010,,19960701,,,Executive Officer,MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
Scott J. Forstall,,38761,APPLE INC,,41,1690,2010,,19970201,,,Senior Vice President of iPhone Software Engineering & Platform Experience,MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
D. Bruce Sewell,,43045,APPLE INC,,52,1690,2010,,,,,"Senior VP, General Counsel & Secretary",MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
Steven P. Jobs,,13898,APPLE INC,CEO,56,1690,2011,20000105,,20110824,,Co-founder,MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
Timothy D. Cook,,15741,APPLE INC,,50,1690,2011,20110824,19980201,,CEO,CEO & Director,MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
Ronald B. Johnson,,21039,APPLE INC,,53,1690,2011,,20000101,,,senior vp-retail,MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
Peter Oppenheimer,,30287,APPLE INC,,48,1690,2011,,19960701,,,Executive Officer,MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
Scott J. Forstall,,38761,APPLE INC,,42,1690,2011,,19970201,,,Senior Vice President of iPhone Software Engineering & Platform Experience,MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
D. Bruce Sewell,,43045,APPLE INC,,53,1690,2011,,,,,"Senior VP, General Counsel & Secretary",MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
Eduardo H. Cue,,44775,APPLE INC,,47,1690,2011,,,,,,MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
Timothy D. Cook,,15741,APPLE INC,CEO,51,1690,2012,20110824,19980201,,CEO,CEO & Director,MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
Peter Oppenheimer,,30287,APPLE INC,,49,1690,2012,,19960701,,,Executive Officer,MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
Robert Mansfield,,36568,APPLE INC,,51,1690,2012,,19991101,,,Senior Vice President of Hardware Engineering,MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
D. Bruce Sewell,,43045,APPLE INC,,54,1690,2012,,,,,"Senior VP, General Counsel & Secretary",MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
Eduardo H. Cue,,44775,APPLE INC,,48,1690,2012,,,,,,MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
Jeffrey E. Williams,3,46414,APPLE INC,,48,1690,2012,,,,,Chief Operating Officer,MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
Timothy D. Cook,,15741,APPLE INC,CEO,52,1690,2013,20110824,19980201,,CEO,CEO & Director,MALE,Cupertino,CA,Radio and Television Broadcasting and Wireless Com,AAPL,334220
